ID,town,year,week,NO
0101,臺北市松山區,2016,22,12.0
0101,臺北市松山區,2016,23,12.0
0101,臺北市松山區,2016,24,20.0
0101,臺北市松山區,2016,25,12.0
0101,臺北市松山區,2016,26,11.0
0101,臺北市松山區,2016,27,11.0
0101,臺北市松山區,2016,28,10.0
0101,臺北市松山區,2016,29,13.0
0101,臺北市松山區,2016,30,8.0
0101,臺北市松山區,2016,31,8.0
0101,臺北市松山區,2016,32,10.0
0101,臺北市松山區,2016,33,9.0
0101,臺北市松山區,2016,34,9.0
0101,臺北市松山區,2016,35,8.0
0101,臺北市松山區,2016,36,11.0
0101,臺北市松山區,2016,37,12.0
0101,臺北市松山區,2016,38,10.0
0101,臺北市松山區,2016,39,8.0
0101,臺北市松山區,2016,40,12.0
0101,臺北市松山區,2016,41,13.0
0101,臺北市松山區,2016,42,11.0
0101,臺北市松山區,2016,43,11.0
0101,臺北市松山區,2016,44,8.0
0101,臺北市松山區,2016,45,13.0
0101,臺北市松山區,2016,46,11.0
0101,臺北市松山區,2016,47,15.0
0101,臺北市松山區,2016,48,9.0
0101,臺北市松山區,2016,49,8.0
0101,臺北市松山區,2016,50,10.0
0101,臺北市松山區,2016,51,13.0
0101,臺北市松山區,2016,52,9.0
0101,臺北市松山區,2017,1,13.0
0101,臺北市松山區,2017,2,10.0
0101,臺北市松山區,2017,3,12.0
0101,臺北市松山區,2017,4,8.0
0101,臺北市松山區,2017,5,11.0
0101,臺北市松山區,2017,6,8.0
0101,臺北市松山區,2017,7,12.0
0101,臺北市松山區,2017,8,15.0
0101,臺北市松山區,2017,9,13.0
0101,臺北市松山區,2017,10,13.0
0101,臺北市松山區,2017,11,11.0
0101,臺北市松山區,2017,12,11.0
0101,臺北市松山區,2017,13,10.0
0101,臺北市松山區,2017,14,11.0
0101,臺北市松山區,2017,15,13.0
0101,臺北市松山區,2017,16,14.0
0101,臺北市松山區,2017,17,11.0
0101,臺北市松山區,2017,18,10.0
0101,臺北市松山區,2017,19,10.0
0101,臺北市松山區,2017,20,7.0
0101,臺北市松山區,2017,21,8.0
0101,臺北市松山區,2017,22,10.0
0101,臺北市松山區,2017,23,10.0
0101,臺北市松山區,2017,24,16.0
0101,臺北市松山區,2017,25,19.0
0101,臺北市松山區,2017,26,10.0
0101,臺北市松山區,2017,27,13.0
0101,臺北市松山區,2017,28,13.0
0101,臺北市松山區,2017,29,10.0
0101,臺北市松山區,2017,30,9.0
0101,臺北市松山區,2017,31,12.0
0101,臺北市松山區,2017,32,12.0
0101,臺北市松山區,2017,33,10.0
0101,臺北市松山區,2017,34,10.0
0101,臺北市松山區,2017,35,8.0
0101,臺北市松山區,2017,36,11.0
0101,臺北市松山區,2017,37,12.0
0101,臺北市松山區,2017,38,8.0
0101,臺北市松山區,2017,39,9.0
0101,臺北市松山區,2017,40,7.0
0101,臺北市松山區,2017,41,10.0
0101,臺北市松山區,2017,42,14.0
0101,臺北市松山區,2017,43,10.0
0101,臺北市松山區,2017,44,10.0
0101,臺北市松山區,2017,45,8.0
0101,臺北市松山區,2017,46,12.0
0101,臺北市松山區,2017,47,13.0
0101,臺北市松山區,2017,48,11.0
0101,臺北市松山區,2017,49,11.0
0101,臺北市松山區,2017,50,12.0
0101,臺北市松山區,2017,51,11.0
0101,臺北市松山區,2017,52,9.0
0101,臺北市松山區,2018,1,9.0
0101,臺北市松山區,2018,2,15.0
0101,臺北市松山區,2018,3,15.0
0101,臺北市松山區,2018,4,9.0
0101,臺北市松山區,2018,5,10.0
0101,臺北市松山區,2018,6,20.0
0101,臺北市松山區,2018,7,12.0
0101,臺北市松山區,2018,8,10.0
0101,臺北市松山區,2018,9,24.0
0101,臺北市松山區,2018,10,9.0
0101,臺北市松山區,2018,11,15.0
0101,臺北市松山區,2018,12,8.0
0101,臺北市松山區,2018,13,7.0
0101,臺北市松山區,2018,14,7.0
0101,臺北市松山區,2018,15,13.0
0101,臺北市松山區,2018,16,7.0
0101,臺北市松山區,2018,17,7.0
0101,臺北市松山區,2018,18,7.0
0101,臺北市松山區,2018,19,7.0
0101,臺北市松山區,2018,20,7.0
0101,臺北市松山區,2018,21,8.0
0101,臺北市松山區,2018,22,6.0
0101,臺北市松山區,2018,23,8.0
0101,臺北市松山區,2018,24,6.0
0101,臺北市松山區,2018,25,12.0
0101,臺北市松山區,2018,26,8.0
0101,臺北市松山區,2018,27,13.0
0101,臺北市松山區,2018,28,9.0
0101,臺北市松山區,2018,29,10.0
0101,臺北市松山區,2018,30,10.0
0101,臺北市松山區,2018,31,8.0
0101,臺北市松山區,2018,32,8.0
0101,臺北市松山區,2018,33,10.0
0101,臺北市松山區,2018,34,8.0
0101,臺北市松山區,2018,35,12.0
0101,臺北市松山區,2018,36,10.0
0101,臺北市松山區,2018,37,9.0
0101,臺北市松山區,2018,38,9.0
0101,臺北市松山區,2018,39,9.0
0101,臺北市松山區,2018,40,6.0
0101,臺北市松山區,2018,41,7.0
0101,臺北市松山區,2018,42,7.0
0101,臺北市松山區,2018,43,8.0
0101,臺北市松山區,2018,44,7.0
0101,臺北市松山區,2018,45,10.0
0101,臺北市松山區,2018,46,8.0
0101,臺北市松山區,2018,47,9.0
0101,臺北市松山區,2018,48,11.0
0101,臺北市松山區,2018,49,11.0
0101,臺北市松山區,2018,50,11.0
0101,臺北市松山區,2018,51,13.0
0101,臺北市松山區,2018,52,8.0
0101,臺北市松山區,2019,1,10.0
0101,臺北市松山區,2019,2,13.0
0101,臺北市松山區,2019,3,13.0
0101,臺北市松山區,2019,4,8.0
0101,臺北市松山區,2019,5,14.0
0101,臺北市松山區,2019,6,7.0
0101,臺北市松山區,2019,7,9.0
0101,臺北市松山區,2019,8,10.0
0101,臺北市松山區,2019,9,9.0
0101,臺北市松山區,2019,10,11.0
0101,臺北市松山區,2019,11,8.0
0101,臺北市松山區,2019,12,10.0
0101,臺北市松山區,2019,13,8.0
0101,臺北市松山區,2019,14,11.0
0101,臺北市松山區,2019,15,8.0
0101,臺北市松山區,2019,16,9.0
0101,臺北市松山區,2019,17,8.0
0101,臺北市松山區,2019,18,6.0
0101,臺北市松山區,2019,19,7.0
0101,臺北市松山區,2019,20,13.0
0101,臺北市松山區,2019,21,7.0
0101,臺北市松山區,2019,22,9.0
0101,臺北市松山區,2019,23,14.0
0101,臺北市松山區,2019,24,10.0
0101,臺北市松山區,2019,25,10.0
0101,臺北市松山區,2019,26,9.0
0101,臺北市松山區,2019,27,11.0
0101,臺北市松山區,2019,28,9.0
0101,臺北市松山區,2019,29,9.0
0101,臺北市松山區,2019,30,9.0
0101,臺北市松山區,2019,31,8.0
0101,臺北市松山區,2019,32,8.0
0101,臺北市松山區,2019,33,8.0
0101,臺北市松山區,2019,34,8.0
0101,臺北市松山區,2019,35,10.0
0101,臺北市松山區,2019,36,11.0
0101,臺北市松山區,2019,37,8.0
0101,臺北市松山區,2019,38,8.0
0101,臺北市松山區,2019,39,9.0
0101,臺北市松山區,2019,40,9.0
0101,臺北市松山區,2019,41,4.0
0101,臺北市松山區,2019,42,5.0
0101,臺北市松山區,2019,43,6.0
0101,臺北市松山區,2019,44,5.0
0101,臺北市松山區,2019,45,6.0
0101,臺北市松山區,2019,46,9.0
0101,臺北市松山區,2019,47,10.0
0101,臺北市松山區,2019,48,8.0
0101,臺北市松山區,2019,49,9.0
0101,臺北市松山區,2019,50,12.0
0101,臺北市松山區,2019,51,13.0
0101,臺北市松山區,2019,52,17.0
0110,臺北市中山區,2015,1,30.0
0110,臺北市中山區,2015,2,10.0
0110,臺北市中山區,2015,3,12.0
0110,臺北市中山區,2015,4,19.0
0110,臺北市中山區,2015,5,13.0
0110,臺北市中山區,2015,6,17.0
0110,臺北市中山區,2015,7,13.0
0110,臺北市中山區,2015,8,14.0
0110,臺北市中山區,2015,9,16.0
0110,臺北市中山區,2015,10,11.0
0110,臺北市中山區,2015,11,22.0
0110,臺北市中山區,2015,12,9.0
0110,臺北市中山區,2015,13,22.0
0110,臺北市中山區,2015,14,10.0
0110,臺北市中山區,2015,15,12.0
0110,臺北市中山區,2015,16,16.0
0110,臺北市中山區,2015,17,9.0
0110,臺北市中山區,2015,18,13.0
0110,臺北市中山區,2015,19,16.0
0110,臺北市中山區,2015,20,14.0
0110,臺北市中山區,2015,21,18.0
0110,臺北市中山區,2015,22,14.0
0110,臺北市中山區,2015,23,12.0
0110,臺北市中山區,2015,24,10.0
0110,臺北市中山區,2015,25,11.0
0110,臺北市中山區,2015,26,15.0
0110,臺北市中山區,2015,27,8.0
0110,臺北市中山區,2015,28,10.0
0110,臺北市中山區,2015,29,10.0
0110,臺北市中山區,2015,30,12.0
0110,臺北市中山區,2015,31,10.0
0110,臺北市中山區,2015,32,10.0
0110,臺北市中山區,2015,33,17.0
0110,臺北市中山區,2015,34,11.0
0110,臺北市中山區,2015,35,18.0
0110,臺北市中山區,2015,36,11.0
0110,臺北市中山區,2015,37,7.0
0110,臺北市中山區,2015,38,8.0
0110,臺北市中山區,2015,39,9.0
0110,臺北市中山區,2015,40,11.0
0110,臺北市中山區,2015,41,7.0
0110,臺北市中山區,2015,42,7.0
0110,臺北市中山區,2015,43,10.0
0110,臺北市中山區,2015,44,10.0
0110,臺北市中山區,2015,45,12.0
0110,臺北市中山區,2015,46,13.0
0110,臺北市中山區,2015,47,9.0
0110,臺北市中山區,2015,48,11.0
0110,臺北市中山區,2015,49,12.0
0110,臺北市中山區,2015,50,12.0
0110,臺北市中山區,2015,51,18.0
0110,臺北市中山區,2015,52,12.0
0110,臺北市中山區,2016,1,28.0
0110,臺北市中山區,2016,2,14.0
0110,臺北市中山區,2016,3,17.0
0110,臺北市中山區,2016,4,25.0
0110,臺北市中山區,2016,5,18.0
0110,臺北市中山區,2016,6,13.0
0110,臺北市中山區,2016,7,17.0
0110,臺北市中山區,2016,8,14.0
0110,臺北市中山區,2016,9,12.0
0110,臺北市中山區,2016,10,24.0
0110,臺北市中山區,2016,11,29.0
0110,臺北市中山區,2016,12,36.0
0110,臺北市中山區,2016,13,17.0
0110,臺北市中山區,2016,14,16.0
0110,臺北市中山區,2016,15,14.0
0110,臺北市中山區,2016,16,21.0
0110,臺北市中山區,2016,17,12.0
0110,臺北市中山區,2016,18,11.0
0110,臺北市中山區,2016,19,12.0
0110,臺北市中山區,2016,20,8.0
0110,臺北市中山區,2016,21,11.0
0110,臺北市中山區,2016,22,12.0
0110,臺北市中山區,2016,23,12.0
0110,臺北市中山區,2016,24,22.0
0110,臺北市中山區,2016,25,10.0
0110,臺北市中山區,2016,26,10.0
0110,臺北市中山區,2016,27,10.0
0110,臺北市中山區,2016,28,10.0
0110,臺北市中山區,2016,29,12.0
0110,臺北市中山區,2016,30,8.0
0110,臺北市中山區,2016,31,8.0
0110,臺北市中山區,2016,32,9.0
0110,臺北市中山區,2016,33,8.0
0110,臺北市中山區,2016,34,8.0
0110,臺北市中山區,2016,35,7.0
0110,臺北市中山區,2016,36,11.0
0110,臺北市中山區,2016,37,12.0
0110,臺北市中山區,2016,38,10.0
0110,臺北市中山區,2016,39,8.0
0110,臺北市中山區,2016,40,12.0
0110,臺北市中山區,2016,41,15.0
0110,臺北市中山區,2016,42,13.0
0110,臺北市中山區,2016,43,13.0
0110,臺北市中山區,2016,44,8.0
0110,臺北市中山區,2016,45,12.0
0110,臺北市中山區,2016,46,12.0
0110,臺北市中山區,2016,47,17.0
0110,臺北市中山區,2016,48,11.0
0110,臺北市中山區,2016,49,9.0
0110,臺北市中山區,2016,50,10.0
0110,臺北市中山區,2016,51,14.0
0110,臺北市中山區,2016,52,11.0
0110,臺北市中山區,2017,1,13.0
0110,臺北市中山區,2017,2,11.0
0110,臺北市中山區,2017,3,13.0
0110,臺北市中山區,2017,4,8.0
0110,臺北市中山區,2017,5,13.0
0110,臺北市中山區,2017,6,9.0
0110,臺北市中山區,2017,7,12.0
0110,臺北市中山區,2017,8,19.0
0110,臺北市中山區,2017,9,15.0
0110,臺北市中山區,2017,10,13.0
0110,臺北市中山區,2017,11,12.0
0110,臺北市中山區,2017,12,13.0
0110,臺北市中山區,2017,13,10.0
0110,臺北市中山區,2017,14,11.0
0110,臺北市中山區,2017,15,13.0
0110,臺北市中山區,2017,16,13.0
0110,臺北市中山區,2017,17,11.0
0110,臺北市中山區,2017,18,10.0
0110,臺北市中山區,2017,19,11.0
0110,臺北市中山區,2017,20,7.0
0110,臺北市中山區,2017,21,8.0
0110,臺北市中山區,2017,22,11.0
0110,臺北市中山區,2017,23,11.0
0110,臺北市中山區,2017,24,16.0
0110,臺北市中山區,2017,25,21.0
0110,臺北市中山區,2017,26,11.0
0110,臺北市中山區,2017,27,12.0
0110,臺北市中山區,2017,28,15.0
0110,臺北市中山區,2017,29,11.0
0110,臺北市中山區,2017,30,10.0
0110,臺北市中山區,2017,31,11.0
0110,臺北市中山區,2017,32,13.0
0110,臺北市中山區,2017,33,10.0
0110,臺北市中山區,2017,34,10.0
0110,臺北市中山區,2017,35,9.0
0110,臺北市中山區,2017,36,13.0
0110,臺北市中山區,2017,37,14.0
0110,臺北市中山區,2017,38,7.0
0110,臺北市中山區,2017,39,9.0
0110,臺北市中山區,2017,40,7.0
0110,臺北市中山區,2017,41,10.0
0110,臺北市中山區,2017,42,17.0
0110,臺北市中山區,2017,43,9.0
0110,臺北市中山區,2017,44,10.0
0110,臺北市中山區,2017,45,8.0
0110,臺北市中山區,2017,46,12.0
0110,臺北市中山區,2017,47,15.0
0110,臺北市中山區,2017,48,11.0
0110,臺北市中山區,2017,49,11.0
0110,臺北市中山區,2017,50,14.0
0110,臺北市中山區,2017,51,12.0
0110,臺北市中山區,2017,52,9.0
0110,臺北市中山區,2018,1,10.0
0110,臺北市中山區,2018,2,16.0
0110,臺北市中山區,2018,3,14.0
0110,臺北市中山區,2018,4,10.0
0110,臺北市中山區,2018,5,11.0
0110,臺北市中山區,2018,6,20.0
0110,臺北市中山區,2018,7,15.0
0110,臺北市中山區,2018,8,11.0
0110,臺北市中山區,2018,9,29.0
0110,臺北市中山區,2018,10,9.0
0110,臺北市中山區,2018,11,15.0
0110,臺北市中山區,2018,12,9.0
0110,臺北市中山區,2018,13,8.0
0110,臺北市中山區,2018,14,7.0
0110,臺北市中山區,2018,15,13.0
0110,臺北市中山區,2018,16,7.0
0110,臺北市中山區,2018,17,6.0
0110,臺北市中山區,2018,18,6.0
0110,臺北市中山區,2018,19,7.0
0110,臺北市中山區,2018,20,7.0
0110,臺北市中山區,2018,21,9.0
0110,臺北市中山區,2018,22,6.0
0110,臺北市中山區,2018,23,8.0
0110,臺北市中山區,2018,24,6.0
0110,臺北市中山區,2018,25,12.0
0110,臺北市中山區,2018,26,8.0
0110,臺北市中山區,2018,27,13.0
0110,臺北市中山區,2018,28,10.0
0110,臺北市中山區,2018,29,11.0
0110,臺北市中山區,2018,30,9.0
0110,臺北市中山區,2018,31,8.0
0110,臺北市中山區,2018,32,9.0
0110,臺北市中山區,2018,33,11.0
0110,臺北市中山區,2018,34,7.0
0110,臺北市中山區,2018,35,11.0
0110,臺北市中山區,2018,36,9.0
0110,臺北市中山區,2018,37,10.0
0110,臺北市中山區,2018,38,8.0
0110,臺北市中山區,2018,39,7.0
0110,臺北市中山區,2018,40,6.0
0110,臺北市中山區,2018,41,7.0
0110,臺北市中山區,2018,42,7.0
0110,臺北市中山區,2018,43,7.0
0110,臺北市中山區,2018,44,7.0
0110,臺北市中山區,2018,45,10.0
0110,臺北市中山區,2018,46,8.0
0110,臺北市中山區,2018,47,8.0
0110,臺北市中山區,2018,48,11.0
0110,臺北市中山區,2018,49,10.0
0110,臺北市中山區,2018,50,11.0
0110,臺北市中山區,2018,51,13.0
0110,臺北市中山區,2018,52,9.0
0110,臺北市中山區,2019,1,10.0
0110,臺北市中山區,2019,2,15.0
0110,臺北市中山區,2019,3,14.0
0110,臺北市中山區,2019,4,8.0
0110,臺北市中山區,2019,5,14.0
0110,臺北市中山區,2019,6,6.0
0110,臺北市中山區,2019,7,9.0
0110,臺北市中山區,2019,8,11.0
0110,臺北市中山區,2019,9,9.0
0110,臺北市中山區,2019,10,11.0
0110,臺北市中山區,2019,11,7.0
0110,臺北市中山區,2019,12,10.0
0110,臺北市中山區,2019,13,8.0
0110,臺北市中山區,2019,14,11.0
0110,臺北市中山區,2019,15,8.0
0110,臺北市中山區,2019,16,9.0
0110,臺北市中山區,2019,17,8.0
0110,臺北市中山區,2019,18,6.0
0110,臺北市中山區,2019,19,6.0
0110,臺北市中山區,2019,20,14.0
0110,臺北市中山區,2019,21,6.0
0110,臺北市中山區,2019,22,9.0
0110,臺北市中山區,2019,23,15.0
0110,臺北市中山區,2019,24,11.0
0110,臺北市中山區,2019,25,11.0
0110,臺北市中山區,2019,26,11.0
0110,臺北市中山區,2019,27,12.0
0110,臺北市中山區,2019,28,9.0
0110,臺北市中山區,2019,29,10.0
0110,臺北市中山區,2019,30,7.0
0110,臺北市中山區,2019,31,9.0
0110,臺北市中山區,2019,32,8.0
0110,臺北市中山區,2019,33,8.0
0110,臺北市中山區,2019,34,8.0
0110,臺北市中山區,2019,35,10.0
0110,臺北市中山區,2019,36,12.0
0110,臺北市中山區,2019,37,8.0
0110,臺北市中山區,2019,38,8.0
0110,臺北市中山區,2019,39,9.0
0110,臺北市中山區,2019,40,9.0
0110,臺北市中山區,2019,41,4.0
0110,臺北市中山區,2019,42,5.0
0110,臺北市中山區,2019,43,6.0
0110,臺北市中山區,2019,44,4.0
0110,臺北市中山區,2019,45,6.0
0110,臺北市中山區,2019,46,8.0
0110,臺北市中山區,2019,47,11.0
0110,臺北市中山區,2019,48,8.0
0110,臺北市中山區,2019,49,9.0
0110,臺北市中山區,2019,50,11.0
0110,臺北市中山區,2019,51,14.0
0110,臺北市中山區,2019,52,20.0
0111,臺北市內湖區,2015,1,23.0
0111,臺北市內湖區,2015,2,7.0
0111,臺北市內湖區,2015,3,8.5
0111,臺北市內湖區,2015,4,15.5
0111,臺北市內湖區,2015,5,9.5
0111,臺北市內湖區,2015,6,14.5
0111,臺北市內湖區,2015,7,11.0
0111,臺北市內湖區,2015,8,10.5
0111,臺北市內湖區,2015,9,12.5
0111,臺北市內湖區,2015,10,8.0
0111,臺北市內湖區,2015,11,15.5
0111,臺北市內湖區,2015,12,6.0
0111,臺北市內湖區,2015,13,14.5
0111,臺北市內湖區,2015,14,8.0
0111,臺北市內湖區,2015,15,8.5
0111,臺北市內湖區,2015,16,12.0
0111,臺北市內湖區,2015,17,7.0
0111,臺北市內湖區,2015,18,9.0
0111,臺北市內湖區,2015,19,13.0
0111,臺北市內湖區,2015,20,10.5
0111,臺北市內湖區,2015,21,13.0
0111,臺北市內湖區,2015,22,10.5
0111,臺北市內湖區,2015,23,9.0
0111,臺北市內湖區,2015,24,9.0
0111,臺北市內湖區,2015,25,8.0
0111,臺北市內湖區,2015,26,10.0
0111,臺北市內湖區,2015,27,6.0
0111,臺北市內湖區,2015,28,6.5
0111,臺北市內湖區,2015,29,7.5
0111,臺北市內湖區,2015,30,11.0
0111,臺北市內湖區,2015,31,8.5
0111,臺北市內湖區,2015,32,8.0
0111,臺北市內湖區,2015,33,13.5
0111,臺北市內湖區,2015,34,7.5
0111,臺北市內湖區,2015,35,12.5
0111,臺北市內湖區,2015,36,9.0
0111,臺北市內湖區,2015,37,5.0
0111,臺北市內湖區,2015,38,6.0
0111,臺北市內湖區,2015,39,7.0
0111,臺北市內湖區,2015,40,7.5
0111,臺北市內湖區,2015,41,5.5
0111,臺北市內湖區,2015,42,5.0
0111,臺北市內湖區,2015,43,6.5
0111,臺北市內湖區,2015,44,7.0
0111,臺北市內湖區,2015,45,9.0
0111,臺北市內湖區,2015,46,9.5
0111,臺北市內湖區,2015,47,5.5
0111,臺北市內湖區,2015,48,8.5
0111,臺北市內湖區,2015,49,7.5
0111,臺北市內湖區,2015,50,8.0
0111,臺北市內湖區,2015,51,13.5
0111,臺北市內湖區,2015,52,8.5
0111,臺北市內湖區,2016,1,20.5
0111,臺北市內湖區,2016,2,9.5
0111,臺北市內湖區,2016,3,11.5
0111,臺北市內湖區,2016,4,19.5
0111,臺北市內湖區,2016,5,12.5
0111,臺北市內湖區,2016,6,9.5
0111,臺北市內湖區,2016,7,13.0
0111,臺北市內湖區,2016,8,9.0
0111,臺北市內湖區,2016,9,10.0
0111,臺北市內湖區,2016,10,16.0
0111,臺北市內湖區,2016,11,20.0
0111,臺北市內湖區,2016,12,26.5
0111,臺北市內湖區,2016,13,12.5
0111,臺北市內湖區,2016,14,11.5
0111,臺北市內湖區,2016,15,10.0
0111,臺北市內湖區,2016,16,14.0
0111,臺北市內湖區,2016,17,9.5
0111,臺北市內湖區,2016,18,8.0
0111,臺北市內湖區,2016,19,9.5
0111,臺北市內湖區,2016,20,6.0
0111,臺北市內湖區,2016,21,8.0
0111,臺北市內湖區,2016,22,9.5
0111,臺北市內湖區,2016,23,10.0
0111,臺北市內湖區,2016,24,16.5
0111,臺北市內湖區,2016,25,10.5
0111,臺北市內湖區,2016,26,9.0
0111,臺北市內湖區,2016,27,8.5
0111,臺北市內湖區,2016,28,8.0
0111,臺北市內湖區,2016,29,11.0
0111,臺北市內湖區,2016,30,7.0
0111,臺北市內湖區,2016,31,6.5
0111,臺北市內湖區,2016,32,8.0
0111,臺北市內湖區,2016,33,7.0
0111,臺北市內湖區,2016,34,8.0
0111,臺北市內湖區,2016,35,6.0
0111,臺北市內湖區,2016,36,8.5
0111,臺北市內湖區,2016,37,9.5
0111,臺北市內湖區,2016,38,8.0
0111,臺北市內湖區,2016,39,6.0
0111,臺北市內湖區,2016,40,9.0
0111,臺北市內湖區,2016,41,9.5
0111,臺北市內湖區,2016,42,8.0
0111,臺北市內湖區,2016,43,9.0
0111,臺北市內湖區,2016,44,6.0
0111,臺北市內湖區,2016,45,10.0
0111,臺北市內湖區,2016,46,9.0
0111,臺北市內湖區,2016,47,12.5
0111,臺北市內湖區,2016,48,7.0
0111,臺北市內湖區,2016,49,6.0
0111,臺北市內湖區,2016,50,7.5
0111,臺北市內湖區,2016,51,10.5
0111,臺北市內湖區,2016,52,7.0
0111,臺北市內湖區,2017,1,11.0
0111,臺北市內湖區,2017,2,7.0
0111,臺北市內湖區,2017,3,9.5
0111,臺北市內湖區,2017,4,6.0
0111,臺北市內湖區,2017,5,9.0
0111,臺北市內湖區,2017,6,6.0
0111,臺北市內湖區,2017,7,10.0
0111,臺北市內湖區,2017,8,11.5
0111,臺北市內湖區,2017,9,10.0
0111,臺北市內湖區,2017,10,10.0
0111,臺北市內湖區,2017,11,7.5
0111,臺北市內湖區,2017,12,8.0
0111,臺北市內湖區,2017,13,8.5
0111,臺北市內湖區,2017,14,9.0
0111,臺北市內湖區,2017,15,10.0
0111,臺北市內湖區,2017,16,12.0
0111,臺北市內湖區,2017,17,8.5
0111,臺北市內湖區,2017,18,8.0
0111,臺北市內湖區,2017,19,8.0
0111,臺北市內湖區,2017,20,5.0
0111,臺北市內湖區,2017,21,6.0
0111,臺北市內湖區,2017,22,8.0
0111,臺北市內湖區,2017,23,7.5
0111,臺北市內湖區,2017,24,13.5
0111,臺北市內湖區,2017,25,15.5
0111,臺北市內湖區,2017,26,8.0
0111,臺北市內湖區,2017,27,11.0
0111,臺北市內湖區,2017,28,9.5
0111,臺北市內湖區,2017,29,7.5
0111,臺北市內湖區,2017,30,7.0
0111,臺北市內湖區,2017,31,9.0
0111,臺北市內湖區,2017,32,9.0
0111,臺北市內湖區,2017,33,7.5
0111,臺北市內湖區,2017,34,7.0
0111,臺北市內湖區,2017,35,6.0
0111,臺北市內湖區,2017,36,8.5
0111,臺北市內湖區,2017,37,9.5
0111,臺北市內湖區,2017,38,6.0
0111,臺北市內湖區,2017,39,7.0
0111,臺北市內湖區,2017,40,5.0
0111,臺北市內湖區,2017,41,7.5
0111,臺北市內湖區,2017,42,10.5
0111,臺北市內湖區,2017,43,7.5
0111,臺北市內湖區,2017,44,7.5
0111,臺北市內湖區,2017,45,6.0
0111,臺北市內湖區,2017,46,9.5
0111,臺北市內湖區,2017,47,10.0
0111,臺北市內湖區,2017,48,8.0
0111,臺北市內湖區,2017,49,8.5
0111,臺北市內湖區,2017,50,9.5
0111,臺北市內湖區,2017,51,8.5
0111,臺北市內湖區,2017,52,7.0
0111,臺北市內湖區,2018,1,7.0
0111,臺北市內湖區,2018,2,11.5
0111,臺北市內湖區,2018,3,13.5
0111,臺北市內湖區,2018,4,6.5
0111,臺北市內湖區,2018,5,7.5
0111,臺北市內湖區,2018,6,16.0
0111,臺北市內湖區,2018,7,10.0
0111,臺北市內湖區,2018,8,8.0
0111,臺北市內湖區,2018,9,19.5
0111,臺北市內湖區,2018,10,7.0
0111,臺北市內湖區,2018,11,13.0
0111,臺北市內湖區,2018,12,6.5
0111,臺北市內湖區,2018,13,5.5
0111,臺北市內湖區,2018,14,6.0
